#4 EEE's Parrots (152-130-22),119,71,24,221,83,36,9,.2938,90.0,99,7,5,15,0,3.400,1.156,10-5-1
#6 Man Bear Puig (141-137-26),114,53,15,173,45,35,5,.3032,97.0,85,7,6,7,3,3.433,1.144,5-10-1
#2 Mighty Camels (140-130-34),114,77,12,186,69,47,6,.2893,97.2,97,6,9,8,3,3.225,1.331,10-4-2
#5 The Bobos (139-135-30),101,62,21,189,64,35,6,.2623,107.0,110,5,8,4,3,4.963,1.383,4-10-2
#8 Ham Fighters (134-155-15),131,71,17,216,59,40,11,.3149,95.2,79,8,7,4,3,3.010,1.129,5-11-0
#9 Toronto Donkeys (130-156-18),110,83,24,204,64,68,4,.2743,107.0,86,11,12,2,8,2.439,1.121,11-5-0
#7 Explosive Renteria (136-145-23),96,52,11,153,49,32,4,.2449,88.0,82,5,3,8,2,5.216,1.330,5-10-1
#10 Harare Antelopes (97-186-21),114,61,19,204,73,39,8,.2836,80.2,79,5,4,7,1,4.463,1.450,10-5-1
