#3 Seaguel Gonzales (157-123-24),112,64,14,181,54,43,5,.2745,100.2,111,9,9,1,5,2.503,0.974,11-5-0
#1 Dickeys Spicy BonERA (178-107-19),97,53,12,159,49,36,10,.2803,106.2,106,10,8,11,3,3.375,1.078,5-11-0
#4 EEE's Parrots (152-130-22),105,50,12,167,53,49,4,.2679,92.0,116,8,7,12,0,1.467,0.674,10-4-2
#2 Mighty Camels (140-130-34),100,49,12,159,46,45,6,.2801,97.0,87,8,6,7,4,3.340,1.041,4-10-2
#6 Man Bear Puig (141-137-26),85,35,7,123,35,30,2,.2522,89.2,66,6,6,8,0,3.312,1.138,7-8-1
#5 The Bobos (139-135-30),69,34,7,110,34,41,5,.2197,113.1,107,9,8,7,1,3.176,1.209,8-7-1
#9 Toronto Donkeys (130-156-18),97,44,15,165,42,37,5,.2812,99.1,90,8,6,4,7,2.084,1.007,6-9-1
#8 Ham Fighters (134-155-15),108,64,19,210,57,39,10,.2734,95.2,115,8,5,6,5,2.822,1.139,9-6-1
#10 Harare Antelopes (97-186-21),107,59,20,188,54,37,9,.2737,73.1,62,5,3,4,0,4.173,1.377,5-9-2
#7 Explosive Renteria (136-145-23),119,54,14,193,67,34,7,.2833,87.0,85,5,6,11,0,4.759,1.322,9-5-2
